"id","genero","edad","ocup","cp","len_cp"
"5371","M","25","11","55408","5"
"5372","M","25","4","10549","5"
"5373","M","18","12","55112","5"
"5374","M","35","7","38018","5"
"5375","M","25","0","02131","5"
"5376","M","25","17","94538","5"
"5377","F","18","3","10017","5"
"5378","M","35","18","10463","5"
"5379","M","25","7","84095","5"
"5380","M","18","4","01125","5"
"5381","M","25","14","10009","5"
"5382","M","18","4","07461","5"
"5383","M","35","1","55430","5"
"5384","F","25","3","94117","5"
"5385","M","25","12","85226","5"
"5386","M","25","14","60045","5"
"5387","F","25","1","45056","5"
"5388","F","18","4","10580","5"
"5389","M","45","7","01905","5"
"5390","M","1","0","78130","5"
"5391","M","25","7","10016","5"
"5392","M","50","1","98112","5"
"5393","M","35","7","10471","5"
"5394","M","18","0","60618","5"
"5395","M","50","1","13224","5"
"5396","M","25","6","89118","5"
"5397","M","18","0","60451","5"
"5398","M","56","17","71301","5"
"5399","M","25","1","12553","5"
"5400","F","18","4","30010","5"
"5401","F","18","1","20003","5"
"5402","F","25","0","30102","5"
"5403","M","1","10","59801","5"
"5404","M","25","0","30068","5"
"5405","F","50","7","12866","5"
"5406","F","35","0","49504","5"
"5407","F","35","17","30096","5"
"5409","M","45","1","60091","5"
"5410","F","45","2","21212","5"
"5411","F","1","19","14850","5"
"5412","M","25","12","97330","5"
"5413","M","35","1","59801","5"
"5414","M","1","10","07652","5"
"5415","F","25","7","03862","5"
"5416","F","25","5","01801","5"
"5417","M","18","17","19030","5"
"5418","F","25","0","53589","5"
"5419","F","18","12","05055","5"
"5420","F","1","19","14850","5"
"5421","M","35","17","22030","5"
"5422","M","50","7","94114","5"
"5423","F","50","5","60714","5"
"5424","F","35","2","80012","5"
"5425","M","18","4","53211","5"
"5426","M","25","14","95821","5"
"5427","M","35","19","11201","5"
"5428","F","25","6","28412","5"
"5429","F","25","1","02460","5"
"5430","F","45","1","26505","5"
"5431","M","56","1","19026","5"
"5432","M","56","13","01742","5"
"5433","F","35","17","45014","5"
"5434","F","25","7","60618","5"
"5435","M","45","18","02557","5"
"5436","M","18","4","90024","5"
"5437","M","25","11","55426","5"
"5438","M","25","14","60048","5"
"5439","M","56","13","19119","5"
"5440","F","45","2","37923","5"
"5441","M","50","7","95762","5"
"5442","M","25","7","63110","5"
"5443","M","25","12","01915","5"
"5444","F","18","4","55449","5"
"5445","M","25","0","43223","5"
"5446","F","50","1","65203","5"
"5447","M","45","2","60626","5"
"5448","M","45","19","60626","5"
"5449","M","18","12","01702","5"
"5450","M","18","12","02143","5"
"5451","F","25","1","98115","5"
"5452","M","35","6","10011","5"
"5453","M","18","4","30305","5"
"5454","M","35","7","10001","5"
"5455","F","18","17","55449","5"
"5456","M","35","1","32312","5"
"5457","M","18","12","55405","5"
"5458","F","18","2","98102","5"
"5459","F","1","10","99016","5"
"5460","M","18","4","02143","5"
"5461","M","50","0","94025","5"
"5462","M","25","17","89103","5"
"5463","M","35","0","53202","5"
"5464","M","35","7","77079","5"
"5465","F","25","0","10019","5"
"5466","M","25","12","98033","5"
"5467","M","35","0","63366","5"
"5468","M","25","12","94618","5"
"5469","M","35","12","20171","5"
"5471","M","18","7","10016","5"
"5472","M","35","1","27909","5"
"5474","M","25","12","20009","5"
"5475","M","25","4","94110","5"
"5476","F","35","0","20037","5"
"5477","M","35","1","55343","5"
"5478","M","35","7","02766","5"
"5479","M","35","1","50014","5"
"5480","F","25","14","07030","5"
"5481","M","45","12","55449","5"
"5482","M","18","7","10014","5"
"5483","F","25","6","15202","5"
"5484","M","45","17","21742","5"
"5485","M","25","4","08544","5"
"5486","M","25","0","17821","5"
"5487","M","25","17","95136","5"
"5488","M","25","15","91125","5"
"5489","M","18","7","94104","5"
"5490","M","45","17","80907","5"
"5491","M","18","7","10016","5"
"5492","M","18","4","55104","5"
"5493","M","35","12","96797","5"
"5494","F","35","17","94306","5"
"5495","F","18","4","95076","5"
"5496","M","25","7","90069","5"
"5497","M","25","4","60201","5"
"5498","F","50","1","62901","5"
"5499","F","25","19","60201","5"
"5500","F","35","20","14850","5"
"5501","M","25","2","33334","5"
"5502","M","25","2","66044","5"
"5503","F","25","9","55409","5"
"5505","F","25","4","02141","5"
"5506","F","18","14","60610","5"
"5507","M","45","7","44325","5"
"5508","M","25","20","94519","5"
"5509","M","25","0","11215","5"
"5511","M","45","1","92407","5"
"5512","F","25","17","01701","5"
"5513","M","35","1","91768","5"
"5514","F","1","10","76501","5"
"5515","M","18","4","16101","5"
"5516","F","50","16","98257","5"
"5517","M","56","0","80210","5"
"5518","M","50","17","78666","5"
"5519","M","35","15","33167","5"
"5520","M","45","1","18901","5"
"5521","F","25","6","02118","5"
"5522","M","25","14","02460","5"
"5523","M","35","0","60187","5"
"5524","F","1","10","26505","5"
"5525","F","1","10","55311","5"
"5526","F","35","2","27514","5"
"5527","M","25","1","70803","5"
"5528","M","50","1","45840","5"
"5529","M","18","6","05273","5"
"5530","F","18","4","63141","5"
"5531","M","50","17","09056","5"
"5532","M","25","17","27408","5"
"5533","F","50","2","10025","5"
"5534","M","45","16","30102","5"
"5535","M","25","15","94538","5"
"5536","M","25","16","67204","5"
"5537","F","56","1","10543","5"
"5538","M","45","12","55102","5"
"5539","F","25","20","91403","5"
"5540","M","35","1","19149","5"
"5541","M","56","7","93924","5"
"5542","M","45","7","11576","5"
"5543","M","25","17","97401","5"
"5544","M","25","15","08876","5"
"5545","F","35","16","98072","5"
"5546","M","18","14","26301","5"
"5547","F","18","4","10025","5"
"5548","F","18","4","02138","5"
"5549","F","50","9","76034","5"
"5550","M","35","15","48187","5"
"5551","F","35","20","98103","5"
"5552","M","50","7","23233","5"
"5553","M","35","3","29425","5"
"5554","M","25","1","92116","5"
"5555","M","1","10","37830","5"
"5556","M","45","6","92103","5"
"5557","M","35","14","33701","5"
"5558","M","1","10","02446","5"
"5559","M","50","1","77706","5"
"5560","F","35","17","98036","5"
"5561","F","25","3","74075","5"
"5562","F","35","1","54650","5"
"5563","F","25","7","11753","5"
"5564","M","45","20","02446","5"
"5565","M","18","17","02114","5"
"5566","M","35","7","20901","5"
"5567","M","50","3","78704","5"
"5568","M","18","4","49841","5"
"5569","F","18","1","07666","5"
"5570","M","25","1","07666","5"
"5571","F","25","9","07307","5"
"5572","F","25","4","63119","5"
"5573","F","35","1","14619","5"
"5574","M","25","0","20878","5"
"5575","M","35","7","19808","5"
"5576","M","25","4","55369","5"
"5577","M","50","1","12970","5"
"5578","F","18","1","02109","5"
"5579","F","35","7","07039","5"
"5580","M","45","7","01581","5"
"5581","M","25","0","10016","5"
"5582","M","45","1","50011","5"
"5583","M","56","15","37830","5"
"5584","F","50","0","10016","5"
"5585","M","25","4","10016","5"
"5586","M","35","20","94107","5"
"5587","M","25","17","22041","5"
"5588","F","25","20","60640","5"
"5589","F","25","0","04101","5"
"5590","F","45","12","94117","5"
"5591","M","18","0","10009","5"
"5592","M","25","1","53706","5"
"5593","M","50","16","90210","5"
"5594","F","45","0","55419","5"
"5595","M","25","20","90027","5"
"5596","M","35","12","22201","5"
"5597","F","18","4","95008","5"
"5598","M","18","4","27607","5"
"5599","M","35","7","90020","5"
"5601","M","35","1","98225","5"
"5602","M","35","0","97212","5"
"5603","M","50","7","02461","5"
"5604","M","35","15","63117","5"
"5605","F","18","2","95008","5"
"5606","F","25","14","21046","5"
"5607","M","18","4","11209","5"
"5608","M","18","3","78722","5"
"5609","F","50","1","30602","5"
"5610","F","25","1","54880","5"
"5611","F","35","7","04015","5"
"5612","F","25","1","02148","5"
"5613","F","35","0","98622","5"
"5614","M","25","0","12833","5"
"5615","M","35","7","07028","5"
"5616","M","45","1","08840","5"
"5617","M","25","14","48336","5"
"5618","F","18","4","92612","5"
"5619","F","18","4","22310","5"
"5620","M","35","14","55330","5"
"5621","M","25","7","02135","5"
"5622","M","35","15","01775","5"
"5623","M","25","11","84109","5"
"5624","M","25","7","19380","5"
"5625","M","25","1","01760","5"
"5626","M","56","16","32043","5"
"5627","M","25","0","07040","5"
"5628","M","18","4","90024","5"
"5629","M","25","14","02465","5"
"5630","M","35","17","06854","5"
"5631","M","35","12","01944","5"
"5632","F","18","4","78628","5"
"5633","M","50","1","98262","5"
"5634","M","25","14","55406","5"
"5635","F","35","9","06854","5"
"5636","M","25","7","98102","5"
"5637","M","1","10","11102","5"
"5638","M","18","1","32601","5"
"5639","F","18","4","62025","5"
"5640","M","35","17","78765","5"
"5641","F","25","17","48473","5"
"5642","M","1","10","73013","5"
"5643","F","35","1","84108","5"
"5644","F","18","4","92833","5"
"5645","M","25","2","87123","5"
"5646","M","18","4","96744","5"
"5647","M","18","1","62522","5"
"5648","M","25","17","48473","5"
"5649","F","18","4","90025","5"
"5650","F","35","12","91104","5"
"5651","F","25","6","74105","5"
"5652","M","18","0","47901","5"
"5653","M","50","1","74105","5"
"5654","M","25","4","95616","5"
"5655","F","25","6","77054","5"
"5656","M","25","15","03755","5"
"5657","M","50","14","92026","5"
"5658","M","56","0","32043","5"
"5659","M","25","0","20874","5"
"5660","M","25","2","78722","5"
"5661","F","25","15","03255","5"
"5662","M","1","10","07960","5"
"5663","F","35","20","75093","5"
"5664","M","18","4","48363","5"
"5666","M","18","16","11209","5"
"5667","M","35","7","10009","5"
"5668","F","25","3","41030","5"
"5669","M","56","1","90024","5"
"5670","M","18","4","48109","5"
"5671","M","25","1","02146","5"
"5672","F","25","4","43212","5"
"5673","F","35","1","55417","5"
"5674","M","35","7","94306","5"
"5675","M","35","14","30030","5"
"5676","M","25","20","78746","5"
"5677","M","25","1","13210","5"
"5678","M","35","17","98103","5"
"5679","M","35","2","33020","5"
"5680","M","50","20","94117","5"
"5681","F","25","7","92122","5"
"5683","F","18","9","94538","5"
"5684","M","18","16","94110","5"
"5685","M","25","17","94117","5"
"5686","M","56","16","60610","5"
"5687","F","1","0","55403","5"
"5688","F","18","4","78666","5"
"5689","M","25","0","84119","5"
"5690","M","18","4","78666","5"
"5691","M","35","14","66013","5"
"5692","F","25","7","29615","5"
"5693","F","25","4","90034","5"
"5694","F","25","12","90640","5"
"5695","F","35","3","21221","5"
"5696","F","25","14","97367","5"
"5697","M","25","0","95826","5"
"5698","M","35","14","55418","5"
"5699","M","35","15","94706","5"
"5700","F","18","14","55426","5"
"5701","M","25","7","55311","5"
"5702","M","18","0","90034","5"
"5703","M","56","1","14068","5"
"5704","F","18","4","90024","5"
"5705","F","18","4","90024","5"
"5706","M","18","17","08550","5"
"5707","M","25","12","01060","5"
"5708","M","35","1","90034","5"
"5709","M","18","4","90024","5"
"5710","M","25","15","90034","5"
"5711","M","25","7","47714","5"
"5712","M","35","1","90024","5"
"5713","F","50","7","91362","5"
"5714","M","35","2","96753","5"
"5715","M","18","4","90024","5"
"5716","M","1","10","03756","5"
"5717","M","25","0","03766","5"
"5718","F","35","14","38018","5"
"5719","M","56","7","21773","5"
"5720","M","25","0","60610","5"
"5721","M","45","11","90046","5"
"5722","M","25","20","48103","5"
"5723","M","18","12","55057","5"
"5724","M","25","15","94102","5"
"5725","M","18","2","10018","5"
"5726","M","25","1","77845","5"
"5727","M","25","4","92843","5"
"5728","F","35","20","09824","5"
"5729","M","18","10","99016","5"
"5730","M","18","0","94111","5"
"5731","F","25","11","10022","5"
"5732","F","25","11","02111","5"
"5733","M","25","4","48109","5"
"5734","F","25","14","10022","5"
"5735","M","25","6","19342","5"
"5736","M","25","1","08904","5"
"5737","M","45","15","93555","5"
"5738","M","25","12","55406","5"
"5739","M","25","7","90212","5"
"5740","M","25","1","60613","5"
"5741","M","50","13","60622","5"
"5742","F","25","12","20850","5"
"5743","F","35","0","55442","5"
"5744","F","25","4","66044","5"
"5745","F","18","4","90024","5"
"5746","M","18","15","94061","5"
"5747","M","25","0","03755","5"
"5748","M","25","0","92155","5"
"5749","M","25","2","94117","5"
"5750","M","18","1","04101","5"
"5751","F","1","0","14167","5"
"5752","F","56","0","14850","5"
"5753","M","18","17","78758","5"
"5754","F","18","1","60640","5"
"5755","F","35","2","78744","5"
"5756","F","1","10","98110","5"
"5757","M","1","10","05667","5"
"5758","F","50","1","29642","5"
"5759","F","25","1","08904","5"
"5760","M","18","12","10549","5"
"5761","M","25","20","90048","5"
"5762","F","35","6","55125","5"
"5763","F","25","1","08904","5"
"5764","F","50","12","77098","5"
"5765","M","25","11","44515","5"
"5766","M","56","14","96744","5"
"5767","M","25","2","75287","5"
"5768","F","1","7","20852","5"
"5769","M","45","14","05602","5"
"5770","M","25","0","80231","5"
"5771","M","25","7","95616","5"
"5772","M","35","7","16365","5"
"5773","M","25","6","89123","5"
"5774","M","18","4","94118","5"
"5775","M","25","11","10024","5"
"5776","M","18","12","97205","5"
"5777","M","1","0","05667","5"
"5778","M","35","12","85257","5"
"5779","M","25","5","10011","5"
"5780","M","18","17","92886","5"
"5781","M","25","2","11106","5"
"5782","F","35","0","55459","5"
"5783","F","45","1","92106","5"
"5784","M","18","10","56137","5"
"5785","F","25","7","60607","5"
"5786","M","25","6","53211","5"
"5787","M","25","20","90802","5"
"5788","M","25","0","92646","5"
"5789","M","25","17","91107","5"
"5790","F","35","0","55303","5"
"5791","M","18","4","44074","5"
"5792","M","25","17","43201","5"
"5793","M","25","2","91602","5"
"5794","M","35","17","53703","5"
"5795","M","25","1","92688","5"
"5796","F","25","7","10003","5"
"5797","M","25","7","78757","5"
"5798","M","35","0","80027","5"
"5799","M","25","5","80916","5"
"5800","M","35","18","90804","5"
"5801","M","25","16","04103","5"
"5802","F","25","0","98105","5"
"5803","M","1","10","01597","5"
"5804","F","35","7","94306","5"
"5805","F","25","0","90802","5"
"5806","F","50","1","08826","5"
"5807","M","35","7","01940","5"
"5808","F","25","7","37206","5"
"5809","M","25","7","37206","5"
"5810","M","50","16","95070","5"
"5811","M","18","4","60202","5"
"5812","F","25","7","92120","5"
"5813","M","25","7","94117","5"
"5814","M","25","0","91403","5"
"5815","M","25","20","90048","5"
"5816","M","25","0","70119","5"
"5817","M","25","17","33028","5"
"5818","M","25","4","92821","5"
"5819","M","50","6","70808","5"
"5820","M","45","0","43615","5"
"5821","M","25","15","02139","5"
"5822","F","35","4","78212","5"
"5823","M","25","12","02144","5"
"5824","M","18","12","18052","5"
"5825","F","25","4","43201","5"
"5826","M","18","4","60201","5"
"5827","M","25","2","55118","5"
"5828","M","25","17","90048","5"
"5829","F","25","4","78223","5"
"5830","F","18","4","78209","5"
"5831","M","25","1","92120","5"
"5832","F","25","0","78240","5"
"5833","F","35","0","78253","5"
"5834","M","56","16","92106","5"
"5835","F","35","0","55406","5"
"5836","M","25","0","91604","5"
"5837","M","25","7","60607","5"
"5838","F","45","7","02038","5"
"5839","M","25","1","27106","5"
"5840","F","1","0","44260","5"
"5841","F","35","7","10024","5"
"5842","M","25","4","43201","5"
"5843","M","35","1","83301","5"
"5844","F","1","10","02131","5"
"5845","F","25","3","79411","5"
"5846","M","45","16","78204","5"
"5847","F","18","4","02464","5"
"5848","M","50","20","20009","5"
"5849","M","35","17","97124","5"
"5850","F","25","7","78230","5"
"5851","F","18","20","55410","5"
"5852","F","25","1","94044","5"
"5853","M","50","19","13903","5"
"5854","M","45","7","33135","5"
"5855","M","50","7","19462","5"
"5856","F","25","7","78232","5"
"5857","F","45","2","43229","5"
"5858","M","25","4","01002","5"
"5859","M","25","7","89117","5"
"5860","F","25","4","91428","5"
"5861","F","50","1","98499","5"
"5862","F","25","9","76120","5"
"5863","F","25","14","89511","5"
"5864","F","50","1","28043","5"
"5865","M","25","17","95926","5"
"5866","F","25","6","06114","5"
"5867","F","45","3","91306","5"
"5868","M","35","14","85331","5"
"5869","F","25","7","19103","5"
"5870","M","25","14","98109","5"
"5871","F","25","4","01002","5"
"5872","M","25","17","61265","5"
"5873","M","18","12","10021","5"
"5874","M","25","4","01002","5"
"5875","M","25","4","19103","5"
"5876","M","50","7","30066","5"
"5877","M","18","12","02138","5"
"5878","F","25","0","60640","5"
"5879","M","35","7","02135","5"
"5880","M","25","1","08904","5"
"5881","M","35","17","30303","5"
"5882","M","35","7","60510","5"
"5883","F","18","0","02138","5"
"5884","M","18","4","20057","5"
"5885","M","25","1","96930","5"
"5886","M","25","20","02139","5"
"5887","F","35","20","61821","5"
"5888","M","25","20","64114","5"
"5889","M","50","20","06033","5"
"5890","M","35","20","77008","5"
"5891","M","18","4","55404","5"
"5892","M","45","2","10920","5"
"5893","M","25","7","02139","5"
"5894","M","35","0","70748","5"
"5895","M","25","1","43026","5"
"5896","M","25","0","60657","5"
